Work ID,Work Category,Work Title,State,IDA (Nodal Agency),Hon'ble MP,Constituency,Work Description,Recommended Date,Sanction Date,Sanction Amount (INR),Disbursed Amount (INR),Vendor Name,Expenditure Date,Work Status
WS/MP18112/2024-2025/143947,Normal/Others,Construction of community centers and community halls,Maharashtra,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),BALWANT BASWANT WANKHADE,AMRAVATI(SC),Construction Of Community Hall At Hirur Purna Ta. Chandur Bazar,27-Sep-2024,14-Oct-2024,1441000.0,0.0,,,Work Completed
WS/MP428/2024-2025/143950,Normal/Others,Purchase of books and periodicals for libraries/digitization of library books,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki(Collector MMC_IDA),Santosh Pandey,RAJNANDGAON,Book Supply in 25 Govt. School of MMC District,27-Sep-2024,03-Jan-2025,2499475.0,0.0,,,Physical Inspection
WS/MP334/2024-2025/143960,Normal/Others,Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light in chute panchayat: 1)near kali mahto house chaiyatand 2)near karma arbada chaiyatand 3)Near dhanhara mansa mandir 4)Near gulal mahto house paarkharna 5)Near badki kharna akhaada 6)Near Jawahar singh house chute 7)Near jagdish ganjhu house peprabad 8)near girdhari mahto house tuiyo 9)Near santosh singh house shrinagar 10)Near durga mandir rajadera,27-Sep-2024,09-Oct-2024,220000.0,0.0,,,Vendor Identification
WS/MP18111/2026-2027/143961,Normal/Others,Construction of community centers and community halls,Maharashtra,AKOLA(DISTRICT COLLECTOR AKOLA_IDA),ANUP SANJAY DHOTRE,AKOLA,Construction of Community hall at Matang Vasti Kaulkhed Bahadalpur,31-Mar-2025,22-Apr-2026,1000000.0,0.0,,,Sanction
WS/MP334/2024-2025/143963,Normal/Others,Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light in chatrochatti panchayat: 1)Near durga mandir chatrochati 2)near chatrochatti chowk 3)Near Narayan raja house 4)Near mantu ravidas house 5)Near kishan ravidas house 6)Near samse ravidas house 7)Near prabhu ravidas house 8)Near hari ravidas house 9)Near Babulal Bhuiya house 10)Near bedan ravidas house,27-Sep-2024,09-Oct-2024,220000.0,0.0,,,Vendor Identification
WS/MP334/2024-2025/143964,Normal/Others,Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light in lodhi panchayat: 1)Near mobin house partiya 2)Near Imran Ansari house 3)Near ganjhu tola kodwa chowk 4)Near Yashwant ravidas house 5)Near Rameshwar house tisri 6)Near dhaneshwar Marandi bhuchindih chowk 7)Near akbar house lodhi bahgiya 8)near Yogendra saw house bajaaar tand pejua 9)near taslim Ansari pejua 10)near jamshed house lodhi,27-Sep-2024,09-Oct-2024,220000.0,0.0,,,Vendor Identification
WS/MP334/2024-2025/143965,Normal/Others,Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light in badki chidri panchayat: 1)Near ajay pandey house jarkunda 2)Near kadma harijan tola 3)Near Narayan mahto house maagha 4)Near mansa mandir chotki chidri 5)Near rathu saw house badki chidri 6)Near maday mandir chilgo 7)Near bajrangbali mandir chilgo 8)Near puran mahto chotki tilaiya 9)Near ravi house chaliyatand 10)Near asanabeda mandir,27-Sep-2024,09-Oct-2024,220000.0,0.0,,,Vendor Identification
WS/MP334/2024-2025/143968,Normal/Others,Street lights,Jharkhand,BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),Shri Chandra Prakash Choudhary,GIRIDIH,Installation of solar street light in karikhurd panchayat: 1)Near Thanu mahto house  2)Near naresh barnwal house 3)Near gopal mahto house 4)near somar mahto house 5)Near mansa mandir 6)Near kajal kilo high school 7)Near marshal high school 8)Near baratand chowk 9)Near Narayan mahto house kurknalo 10)Near mukhiya vidya devi house 11)Near shankar singh house kurknalo 12)Nera karmali chowk,27-Sep-2024,09-Oct-2024,264000.0,0.0,,,Vendor Identification
WS/MP681/2024-2025/143971,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,Construction of CC Road at Wadi Kh. Tal.Palam. (SC),03-Oct-2024,09-Oct-2024,498686.0,0.0,,,Physical Inspection
WS/MP681/2024-2025/143972,Normal/Others,Construction of community centers and community halls,Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of Cultural Hall at Mahagaon, tal.Purna.",03-Oct-2024,15-Jan-2025,999768.0,0.0,,,Sanction
WS/MP681/2024-2025/143974,Normal/Others,Construction of community centers and community halls,Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of sabha mandap at Suki, tal.purna. (ST)",03-Oct-2024,11-Oct-2024,699926.0,0.0,,,Physical Inspection
WS/MP681/2024-2025/143975,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of CC road and Drains at Regaon, tal.Purna.",03-Oct-2024,14-Oct-2024,699957.0,0.0,,,Physical Inspection
WS/MP681/2024-2025/143976,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of CC road and Drains at Mamdapur, tal.purna. (SC)",03-Oct-2024,11-Oct-2024,699760.0,0.0,,,Physical Inspection
WS/MP681/2025-2026/143978,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of CC road and Drains at kantheshwar, tal.purna.",03-Oct-2024,12-Sep-2025,699809.0,0.0,,,Physical Inspection
WS/MP681/2024-2025/143979,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,Construction of CC road and Drains at penur tal.purna. (SC),03-Oct-2024,09-Oct-2024,699426.0,0.0,,,Physical Inspection
WS/MP681/2024-2025/143980,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of CC road and Drains at satephal, tal.purna.",03-Oct-2024,09-Oct-2024,699603.0,0.0,,,Physical Inspection
WS/MP681/2024-2025/143981,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of CC road and Drains at tadkalas, tal.purna",03-Oct-2024,11-Oct-2024,694100.0,0.0,,,Physical Inspection
WS/MP681/2024-2025/143982,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of CC road and Drains at Khandala, tal.purna.",03-Oct-2024,14-Oct-2024,694100.0,0.0,,,Physical Inspection
WS/MP681/2024-2025/143983,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Sanjay Haribhau Jadhav,PARBHANI,"Construction of CC road and Drains at dhanora kale,tal.purna.",03-Oct-2024,14-Oct-2024,699851.0,0.0,,,Physical Inspection
WS/MP528/2024-2025/143985,Normal/Others,Improvement of electricity distribution infrastructure,Andhra Pradesh,GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),Lavu Sri Krishna Devarayalu,NARASARAOPET,Fixing of New Connection & additional load in ESI Hospital Nadimpalem village of Prathipadu Mandal of Guntur District.,27-Sep-2024,16-Dec-2024,416758.0,0.0,,,Vendor Identification
WS/MP858/2024-2025/143987,Normal/Others,Street lights,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Asit Kumar Mal,BOLPUR(SC),Installation 2 no of highmast street light under  bara saota gp.Executing Agency will be EO NANOOR PANCHAYAT SAMITY.,27-Sep-2024,12-Dec-2024,578914.0,0.0,,,Physical Inspection
WS/MP858/2024-2025/143989,Normal/Others,Street lights,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Asit Kumar Mal,BOLPUR(SC),Installation 2 no of highmast street light under chandidas nanoor gp.Executing Agency will be EO NANOOR PANCHAYAT SAMITY.,27-Sep-2024,12-Dec-2024,578914.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/143991,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Mubarakpur me Benchu Lal Inter College ke pas Chaurahe par,27-Sep-2024,15-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/143992,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Janghai Me Shri Ram Janki Mandir Ram Leela Maidan me,27-Sep-2024,15-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/143993,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Newada Bela me Shiv Mandir ke Pas Gupta Basti me Sadak par,27-Sep-2024,15-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/143994,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Ara Kala me Fulbariya shri ramLeela Samiti ke MAidan me,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/143995,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Balipur me Prathmik School ke pas Chauraha par,27-Sep-2024,15-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/143996,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Saray Banshi me Peepal Hawa Dev ke Samne Sadak Par,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/143997,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Poadan Prathmik School ke Bagal me,27-Sep-2024,15-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/143998,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Bida Chak Mukim me Neta Bazar me,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/143999,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Chak Bida Urf Saidabad Purani Bazar me,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP858/2024-2025/144000,Normal/Others,Street lights,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Asit Kumar Mal,BOLPUR(SC),Installation 2 no of highmast street light under UCHKARAN GP. Executing Agency will be EO NANOOR PANCHAYAT SAMITY.,27-Sep-2024,12-Dec-2024,578914.0,0.0,,,Physical Inspection
WS/MP858/2024-2025/144001,Normal/Others,Street lights,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Asit Kumar Mal,BOLPUR(SC),"Installation 2no highmast street light at NAWANAGAR KADDA, EXCUTING AGENCY WILL BE ,EO NANOOR PANCHAYAT SAMITY.",27-Sep-2024,12-Dec-2024,578914.0,0.0,,,Physical Inspection
WS/MP858/2024-2025/144003,Normal/Others,Street lights,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Asit Kumar Mal,BOLPUR(SC),"Installation 2 no of highmast street light under jalandi GP,Executing AGENCY will be EO NANOOR PANCHAYAT SAMITY.",27-Sep-2024,12-Dec-2024,578914.0,0.0,,,Physical Inspection
WS/MP858/2024-2025/144005,Normal/Others,Street lights,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Asit Kumar Mal,BOLPUR(SC),"Installation 2 no of hihgmast light under THUPSARA GP ,Executing Agency will be EO NANOOR PANCHAYAT SAMITY.",27-Sep-2024,12-Dec-2024,578914.0,0.0,,,Physical Inspection
WS/MP858/2024-2025/144008,Normal/Others,Street lights,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Asit Kumar Mal,BOLPUR(SC),Installation 2 no of highmast street light UNDER  kirnahar -II.Executing Agency will be EO NANOOR PANCHAYAT SAMITY.,27-Sep-2024,12-Dec-2024,578914.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144009,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Ataraura me Bazar me Sarvajanik Sthal Par,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144010,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Saidaha Sathar me Vimlesh va Shailesh ke Ghar ke pas,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144011,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Gopalipur me CHC ke pas,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144012,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram sabha Saray Baksa me Hanuman Mandir ke pas,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144013,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Chhatauna Tara ka Pura Shiv Mandir ke pas,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144014,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Gagaur me Tiraha Phulpur par,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144015,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Gurgo me Ganv ke Beech me,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144016,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Pyagipur me Chaurahe par,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144017,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Chhabilaha me Rinku Pal ke Nauara Mata Mandir ke pas Sadak par,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144018,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Sarai Hoosay me Jagat Patel ke Ghar ke pas Tirahe par,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144019,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Balipur(Saleempur) me Kamal Patel Tirahe par,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144020,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Darogapur me Tirahe par,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144021,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Kapsa me Chandrakali Mahaviddhyalay ke Samne Tirahe par,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144022,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Sarai Alam Taluka Utraon tirahe par,27-Sep-2024,10-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144023,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Raini me tirahe par,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144024,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Masadi me Sheetala Mata Mandir ke pas Sadak par,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144027,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Dhaurahara me Ajeet Pratap Pal ke Ghar ke pas,27-Sep-2024,03-Jan-2025,121500.0,0.0,,,Work partially Completed
WS/MP18380/2024-2025/144028,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Raypur me Bind Basti Tiraha Par,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18225/2024-2025/144029,Normal/Others,Installing hand pumps,Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),PUSHPENDRA SAROJ,KAUSHAMBI(SC),Allipur Masjid ke samne handpump,27-Sep-2024,17-Jan-2025,73934.0,0.0,,,Physical Inspection
WS/MP858/2024-2025/144030,Normal/Others,Street lights,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Asit Kumar Mal,BOLPUR(SC),"Installation 2 no of highmast light under kirnahar -I ,Executing Agency will be EO NANOOR PANCHAYAT SAMITY.",27-Sep-2024,12-Dec-2024,578914.0,0.0,,,Physical Inspection
WS/MP858/2024-2025/144031,Normal/Others,Street lights,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Asit Kumar Mal,BOLPUR(SC),"Installation 2 no highmast light under DASKHAL GRAM GP, Executing Agency will be EO NANOOR PANCHAYAT SAMITY.",27-Sep-2024,12-Dec-2024,578914.0,0.0,,,Physical Inspection
WS/MP858/2024-2025/144033,Normal/Others,Street lights,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Asit Kumar Mal,BOLPUR(SC),"Installation 2 no of highmast light under DASKHAL GRAM -II GP,Executing Agency will be EO NANOOR PANCHAYAT SAMITY",27-Sep-2024,12-Dec-2024,578914.0,0.0,,,Physical Inspection
WS/MP858/2024-2025/144037,Normal/Others,Street lights,West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),Asit Kumar Mal,BOLPUR(SC),"Installation 4 no highmast light at PAPURI,KHALA AND CHARKALGRAM, Executing Agency will be EO NANOOR PANCHAYAT SAMITY.",27-Sep-2024,12-Dec-2024,1157828.0,0.0,,,Physical Inspection
WS/MP681/2024-2025/144038,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,JALNA(DISTRICT COLLECTOR JALNA_IDA),Sanjay Haribhau Jadhav,PARBHANI,"construction of cc road at Shewga, tal.Partur.",03-Oct-2024,03-Jan-2025,1000000.0,0.0,,,Vendor Identification
WS/MP681/2025-2026/144039,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,JALNA(DISTRICT COLLECTOR JALNA_IDA),Sanjay Haribhau Jadhav,PARBHANI,"construction of cc road at Vidoli, tal.Mantha.",03-Oct-2024,20-Jun-2025,1000000.0,0.0,,,Vendor Identification
WS/MP681/2024-2025/144040,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,JALNA(DISTRICT COLLECTOR JALNA_IDA),Sanjay Haribhau Jadhav,PARBHANI,"construction of cc road at Hanwat Kheda, Tal.Mantha.",03-Oct-2024,07-Jan-2025,700000.0,0.0,,,Vendor Identification
WS/MP681/2024-2025/144041,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Maharashtra,JALNA(DISTRICT COLLECTOR JALNA_IDA),Sanjay Haribhau Jadhav,PARBHANI,"construction of cc road at Bhagde sawargaon, tal.mantha.",03-Oct-2024,03-Jan-2025,1000000.0,0.0,,,Vendor Identification
WS/MP18380/2024-2025/144042,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Ugrasenpur Urf Bibipur Bhogwara PWD Pakki Sadak Se Januadih Khurd Ke Taraf Mudane Vale Sarvajanik Marg Par Vinay Chakki ke Samip,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144043,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Ugraseb Bazar ke Bagal me Hanuman Mandir Ke Samip,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144044,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Saoraha Me Anoop Kumar ke Ghar ke pas,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144045,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Wari me Ram Kripal ke Ghar ke pas,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144046,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Gadaur me Chauraha par,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144047,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Chamarupur Urf Nandaut me Chauraha par,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144048,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Khwajagipatti Urf Belhabandh me Patel Basti me,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144049,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Chak Bhikhari urf Parasdih me Barana Bazar me,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144050,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Latifpur me Chauraha par,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144051,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Dadupur Me tirahe ke Pas,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144052,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Nasirpatti me Tirahe par Mandir ke Pas,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144053,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Karuwadih me Tirahe par Bhanu Patel ke Ghar ke pas,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
WS/MP18380/2024-2025/144054,Normal/Others,Lighting of public spaces,Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),VINOD KUMAR BIND,BHADOHI,Gram Sabha Bhogwara Me Tirahe par Amrit Lal Gaud ke Ghar ke Pas,27-Sep-2024,03-Jan-2025,118957.0,0.0,,,Physical Inspection
